age,tenure,monthly_charges,total_charges,contract,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn
63,1.2610254889028178,84.12590004182692,1242.1228492958217,Month-to-month,Electronic check,No,1,1,1,1,0,1,0
70,1.9319599393525102,111.49346611705636,2374.352640575979,Month-to-month,Mailed check,DSL,1,1,0,1,1,1,0
70,1.0593050724098019,64.65987851032338,835.7422882903999,One year,Bank transfer,DSL,1,1,0,1,0,1,0
58,1.115437765711922,75.10042176547535,816.6252895021553,Two year,Bank transfer,No,0,1,0,0,1,1,0
55,0.8018050675033186,66.69036951630655,646.9780460753831,Two year,Mailed check,Fiber optic,0,0,1,1,0,1,0
48,1.6612897333471885,50.72830660185648,1097.821954986556,One year,Bank transfer,No,0,0,1,1,0,1,0
51,3.8019150512053272,28.584794443959673,1256.4358767208248,One year,Credit card,DSL,1,1,0,1,1,1,0
31,0.4501117022047718,50.884530338092695,442.5562578151182,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0,1,0
27,5.449366698870502,37.160832380965374,2283.9859398078474,One year,Bank transfer,Fiber optic,0,0,1,1,0,1,0
39,2.33648850275648,99.08204156118236,2897.1746794112914,Month-to-month,Electronic check,DSL,1,0,0,1,1,0,0
37,3.466300626820313,62.697806121535216,2675.4670415527235,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1,0,0
33,1.6247205934233813,58.08161341905659,960.7933962232958,One year,Bank transfer,Fiber optic,1,1,1,0,1,1,0
50,3.023866660767406,82.78307649575612,3274.979250999351,Month-to-month,Electronic check,DSL,1,1,1,0,1,0,0
54,0.03266611700668129,42.56497794288224,10.310662048031377,One year,Electronic check,DSL,1,1,1,1,1,1,1
41,3.4116820511199313,49.66271923990895,1945.452491871707,Two year,Electronic check,Fiber optic,0,1,1,0,1,1,0
62,0.08193329972584973,66.36144538497243,0.0,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,1,1,0
22,4.412975470970122,85.57537982846961,4509.702822457886,Month-to-month,Bank transfer,No,1,1,0,1,0,1,0
37,9.647335901062862,75.03370090337576,8673.763110938,Two year,Electronic check,DSL,1,0,1,1,0,1,0
29,0.6964712030915969,69.96650285031764,595.0204058492349,One year,Bank transfer,DSL,1,0,1,1,1,1,1
18,0.472251301294582,66.56235470472032,347.4302878960325,Month-to-month,Electronic check,No,0,1,0,0,1,1,0
38,2.8994343813343173,73.00471711053551,2603.391172489978,Month-to-month,Bank transfer,No,1,1,1,0,1,1,1
38,0.5834507134943143,69.03305810258509,444.56566078944815,One year,Mailed check,DSL,0,1,1,0,1,0,1
62,4.013310005885194,44.40055450446128,1944.8218641912176,One year,Bank transfer,Fiber optic,1,0,1,1,0,0,0
49,0.21704789954796513,65.92158443266302,156.76154766683604,Month-to-month,Credit card,DSL,1,1,0,1,0,1,1
24,0.26924728383328744,43.52622682164495,0.0,Month-to-month,Credit card,DSL,1,0,1,0,1,1,0
67,7.740951837360713,66.62165085801648,6223.956950497538,Two year,Electronic check,DSL,1,0,1,1,1,1,0
58,2.2407276851896745,55.38704117023517,1391.3572955823715,One year,Credit card,DSL,1,1,0,1,0,1,0
48,3.7531610677507516,115.78763245565723,5231.171646606853,Two year,Electronic check,No,1,1,0,1,1,0,0
36,0.7840991325684686,64.20211232496577,735.497345149289,One year,Credit card,Fiber optic,1,1,1,0,0,1,1
25,2.2570118659633436,36.91520867476822,904.941898634778,Two year,Electronic check,No,1,1,0,1,1,0,0
34,1.8039958612113685,62.316395786461506,1455.1478668638451,Month-to-month,Mailed check,Fiber optic,1,1,0,1,1,1,1
56,1.8483944122727158,75.38717491275776,1628.8038377205924,One year,Electronic check,Fiber optic,1,1,1,1,1,1,0
68,2.2947594012803956,98.46727892305047,2886.824048532587,Month-to-month,Electronic check,Fiber optic,1,0,1,1,0,1,1
63,1.7130231612243638,53.210952001225635,1057.3038571869477,One year,Bank transfer,No,1,0,1,1,0,1,0
32,1.1209506069855544,33.3514405195272,364.5745113798105,Month-to-month,Credit card,Fiber optic,1,0,1,0,0,1,0
23,0.6457142331581303,81.33674022861962,698.9673351711908,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,1,1,0
42,2.9270535772460016,37.38802588200698,1269.6620858867716,Two year,Bank transfer,No,0,0,1,1,0,1,0
18,0.5130708881981344,56.2768911698503,262.3434630376372,Two year,Credit card,DSL,0,1,0,1,0,1,0
44,2.3576130056400384,59.84759028978012,1645.3855016104462,Month-to-month,Electronic check,Fiber optic,1,1,1,1,1,1,1
37,0.5314049992473072,63.60733093399784,401.1543905469519,One year,Electronic check,No,1,1,1,1,1,0,0
33,1.9634201881003825,78.7832891414867,1990.4344177486214,Month-to-month,Electronic check,No,1,0,1,1,1,0,0
18,2.7493503887127013,51.32731435427225,1499.9924855120114,Month-to-month,Mailed check,DSL,1,0,1,1,1,1,0
47,0.49362771360021784,59.52541495666479,354.9087997289939,Two year,Electronic check,Fiber optic,1,1,0,1,1,0,0
32,0.1236301746090163,64.71459294101223,158.49847656598936,Month-to-month,Electronic check,Fiber optic,0,0,1,1,1,1,1
22,0.28076387795327457,67.99195915037576,248.42109094758115,Two year,Electronic check,DSL,1,0,1,1,1,1,0
18,1.862793344864332,66.95654349415845,1627.7009603358042,Month-to-month,Electronic check,Fiber optic,1,0,1,1,0,1,1
39,3.7868723067421763,73.7201155044516,3342.5894332678554,One year,Credit card,DSL,1,0,1,1,1,1,0
66,0.09208121991530512,81.87679019283475,72.01663246587404,One year,Electronic check,DSL,0,0,0,0,1,0,0
64,2.6496555499058028,72.85268231301936,2375.647122895927,Month-to-month,Bank transfer,Fiber optic,1,1,0,1,1,0,1
33,0.8350307818644346,74.07171047018437,752.1572811905838,Month-to-month,Bank transfer,Fiber optic,1,1,0,1,1,1,1
30,1.3022008132675518,33.355536665070446,482.1864098387174,Two year,Bank transfer,Fiber optic,1,1,1,1,1,0,0
47,5.2861983695115065,66.00455398331361,4238.572391721757,One year,Electronic check,Fiber optic,1,0,0,1,0,0,0
25,0.8068488975484608,74.59015096003218,656.9429435192382,Month-to-month,Mailed check,DSL,1,1,1,1,1,1,0
44,1.2522370270944936,79.578823891409,1134.7008829915185,One year,Electronic check,DSL,1,1,1,1,1,1,0
51,0.027553763355231686,51.152984515324114,0.0,Month-to-month,Mailed check,DSL,1,0,1,1,1,1,0
58,0.17024171938970314,51.8192145022271,241.1684221080365,Month-to-month,Electronic check,DSL,1,1,0,1,0,1,1
38,0.5984072929120996,53.517986494328035,62.2050054435544,Month-to-month,Bank transfer,Fiber optic,1,0,1,0,1,1,0
36,0.05649494091744466,75.72827799782686,90.89905857149887,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,0,1,1
26,1.9959525926911292,85.67762109848417,2055.5288210255544,Two year,Bank transfer,DSL,1,1,1,1,0,1,0
27,1.1116402499791438,56.850797854167965,590.2845757336405,One year,Mailed check,DSL,0,1,1,0,0,1,0
36,1.5887887914672514,83.15924627254098,1616.442418529735,Two year,Mailed check,Fiber optic,0,0,0,1,0,0,0
45,0.3838886612122792,67.46959618329188,358.38495459919744,One year,Credit card,DSL,0,1,0,1,1,1,1
53,0.7017607567778857,62.51428445675128,585.4047819733134,Two year,Electronic check,No,0,0,1,1,1,1,0
27,2.180243718297424,60.77231540364062,1324.798700557632,One year,Bank transfer,Fiber optic,1,1,1,1,1,1,0
62,6.722188171799013,79.93222729204314,6584.472615362916,One year,Credit card,DSL,1,1,0,1,1,1,0
35,0.10346419940695954,71.5115563357414,15.012960626993959,Two year,Mailed check,DSL,0,0,1,1,1,0,0
39,4.421549713620236,110.51650855295276,5932.507615586718,One year,Electronic check,Fiber optic,1,1,1,1,1,0,0
28,1.7202045828044397,47.95550714005351,1064.0267759046017,Month-to-month,Mailed check,DSL,1,1,1,1,1,1,0
18,1.6598571454582722,75.36203404059951,1413.4128198207745,One year,Electronic check,DSL,1,1,0,1,1,1,0
53,1.3874088123936774,54.415979803769744,972.0125142125931,Two year,Electronic check,DSL,1,0,1,1,1,1,0
51,0.14383876889812253,47.61426026022713,43.635994842674606,One year,Electronic check,Fiber optic,1,1,0,0,1,0,0
35,0.18835072172951228,64.78265725930056,0.0,One year,Electronic check,Fiber optic,0,1,0,0,1,1,0
41,1.837146698423506,67.74704958814073,1610.3094142982134,One year,Bank transfer,DSL,0,1,1,0,0,0,0
47,0.8339377613043999,123.36347110120185,1157.0249867008915,Two year,Credit card,Fiber optic,0,1,0,1,1,1,0
18,4.984299231569099,61.317083686335955,3582.0229709245436,Month-to-month,Electronic check,Fiber optic,1,1,1,1,1,0,0
32,1.0437412495474923,42.396425410306335,490.70418960553,One year,Credit card,Fiber optic,1,1,0,0,1,1,0
51,0.30929167510138744,70.4602143498877,288.73676522409386,Month-to-month,Credit card,DSL,0,0,1,0,0,1,0
21,2.5085600718351526,23.507199249072634,701.9036161605525,One year,Credit card,Fiber optic,0,1,1,1,1,1,0
44,0.6944492539113958,63.16086434791468,581.1508739444158,One year,Credit card,No,0,1,1,1,1,0,0
19,1.490862172380171,65.32050564590321,1034.657514725804,Month-to-month,Mailed check,DSL,1,1,1,0,1,0,0
46,2.393549448913991,80.89200765890423,2249.189607199125,Month-to-month,Electronic check,DSL,0,1,1,0,0,1,1
39,4.610459397808588,84.47244498855693,4661.8816270081825,One year,Bank transfer,DSL,1,0,1,0,0,0,0
18,3.142273655573616,54.92860762184565,2260.9973292754594,Month-to-month,Bank transfer,DSL,0,1,1,1,1,1,0
57,2.2562535832351993,61.98771970740134,1666.9389226354656,Month-to-month,Credit card,DSL,1,1,0,0,1,0,0
28,2.2765772693582527,49.677583387786584,1465.660512013572,Two year,Credit card,No,0,0,1,1,0,1,0
27,5.834753448618278,42.43874890384612,2975.2911551395673,Month-to-month,Bank transfer,No,1,0,1,1,0,0,0
43,0.7014541850473619,71.19789558761269,550.9388781741955,Month-to-month,Mailed check,DSL,0,1,1,1,1,1,0
57,0.00222542606356573,39.528289028068016,0.0,Two year,Electronic check,Fiber optic,1,0,0,0,1,1,0
24,0.6347836286486623,56.70746198856274,415.12165070778326,Month-to-month,Electronic check,Fiber optic,1,0,0,1,1,1,0
40,0.4915232946991513,45.09652080201525,326.356459704978,Month-to-month,Bank transfer,Fiber optic,1,0,1,1,1,0,1
46,2.1684402201180797,75.99366372580519,2114.9137295236274,One year,Bank transfer,Fiber optic,1,1,1,1,1,1,0
50,2.008668554180705,101.02860198532976,2471.163795337875,One year,Credit card,DSL,0,0,1,0,0,1,0
42,1.8001527100201276,38.968240343933374,960.4931693923436,Two year,Bank transfer,Fiber optic,0,1,0,1,1,0,0
34,0.032753628348681035,27.939630342048616,0.0,Two year,Credit card,Fiber optic,1,1,0,1,0,1,0
27,2.609635612045055,62.50226229299865,1915.8345032768784,One year,Bank transfer,Fiber optic,1,1,1,0,1,1,0
41,0.7817355760289694,65.31395591915516,540.268662017531,Month-to-month,Credit card,Fiber optic,1,1,1,1,0,0,1
23,2.1875837849763022,69.37318613514596,1852.5603443041425,Month-to-month,Electronic check,DSL,1,1,0,1,1,1,0
18,1.6264686655703757,56.0735896953131,1058.5274007477785,Month-to-month,Credit card,DSL,1,1,0,1,1,1,0
46,0.8393235880046686,60.98721402349136,687.2333812626844,Month-to-month,Bank transfer,No,1,0,1,0,0,0,0
53,0.2890720547504648,72.35020821081204,157.87290902623653,One year,Electronic check,Fiber optic,0,1,1,0,0,0,1
18,0.19835687861780132,85.80861785289677,208.55185248182826,One year,Electronic check,No,1,1,1,1,0,1,1
24,3.5618566739240607,25.899024593634344,1175.669154264744,Month-to-month,Credit card,DSL,0,0,1,1,1,1,1
49,5.011791791832372,57.62121121937076,3258.8958835921194,Two year,Electronic check,Fiber optic,1,1,1,1,0,0,0
70,2.0984334542304595,69.27617587882126,1956.6204712762813,Month-to-month,Mailed check,Fiber optic,0,0,0,1,0,1,0
40,0.2183669942528482,46.64047790778528,93.90170316688574,Month-to-month,Mailed check,No,0,1,1,1,1,1,0
29,1.0284200785166,99.623392635346,1026.9523759459737,One year,Bank transfer,DSL,1,1,1,1,1,0,0
37,2.6108242588209807,52.29180239542526,1654.1058646350705,Month-to-month,Credit card,DSL,1,1,1,0,0,1,0
60,3.0266278005811382,64.17414625985434,2334.119408580938,Month-to-month,Mailed check,Fiber optic,0,0,1,1,1,1,0
30,0.25162224955758117,76.12044193684582,221.65372409234735,Month-to-month,Mailed check,No,0,0,1,1,1,0,0
28,6.143863443161899e-05,53.17430422396211,99.15831477232709,Month-to-month,Credit card,No,1,1,1,1,1,1,0
32,2.4905415317052366,28.068539043911656,913.6148438205291,One year,Credit card,No,1,1,1,0,0,1,0
25,0.8819654414957635,56.42690946166933,626.9866284896166,Two year,Credit card,No,1,1,1,0,1,0,0
41,0.587350207333354,85.5888111185408,648.2628348653474,Month-to-month,Mailed check,DSL,1,0,0,0,1,0,0
64,0.025962728569670773,58.26209746429723,7.71587132457438,Month-to-month,Electronic check,DSL,0,0,1,1,1,0,1
44,1.5543597713604989,48.07131397082043,1074.190484036203,One year,Mailed check,DSL,1,1,1,1,1,0,0
36,3.809642264502558,83.51344419005443,3669.956557851507,Two year,Bank transfer,DSL,1,1,0,0,1,0,0
35,6.322707139547448,58.38450207953895,4443.742465068273,Month-to-month,Electronic check,No,1,0,0,0,1,1,0
18,1.668246492189989,54.796783726995656,1103.4769699491258,Month-to-month,Electronic check,No,0,1,1,0,1,1,0
53,1.4449926798445516,67.9891217932662,1260.2534402104113,One year,Electronic check,DSL,1,1,1,1,1,0,0
38,0.17778567818186025,80.41500419237575,87.17424493357397,One year,Mailed check,Fiber optic,1,0,0,0,0,1,0
37,1.5920118855067273,112.63427063465092,1977.4139105492936,Month-to-month,Credit card,No,1,0,1,1,0,0,0
80,0.9560041158162004,81.54472215314846,951.1673816278003,One year,Electronic check,Fiber optic,1,1,1,1,1,0,1
44,1.8685799050783294,88.19679932776688,2005.7562522149537,Month-to-month,Bank transfer,DSL,1,1,1,1,1,0,0
28,0.9844210885223578,54.880676020242895,797.2682788650493,One year,Credit card,Fiber optic,1,1,0,1,1,0,0
33,0.5496610133267895,44.482637880610476,166.36825712235122,One year,Electronic check,DSL,0,1,1,1,1,1,0
57,0.1995639322098422,66.24662699238246,274.1146252105342,Two year,Bank transfer,Fiber optic,1,0,0,1,1,0,0
41,0.756434777625117,67.14339830519192,846.2166551945022,Month-to-month,Credit card,Fiber optic,1,1,1,1,0,1,0
18,0.2032789707668261,43.42974517270805,68.16375804023582,Month-to-month,Credit card,DSL,1,1,1,1,0,0,0
53,0.3893477490157806,61.494109401919744,158.21689493108883,Month-to-month,Electronic check,No,0,1,1,1,1,0,1
29,8.73800895711178,72.98635203438262,7612.36733724285,Two year,Electronic check,Fiber optic,1,0,1,1,1,1,0
68,1.1743465110160978,72.2078679003616,1018.9651895775493,Month-to-month,Electronic check,Fiber optic,0,1,0,1,0,0,1
56,1.5180260348042014,75.08575706768545,1424.1643963614524,Month-to-month,Bank transfer,No,0,1,1,1,1,1,0
33,4.136900792250696,70.81929460274885,3456.5292784011617,Month-to-month,Bank transfer,DSL,1,1,1,1,0,0,0
59,10.0,54.85982681459888,6738.6990711666,One year,Bank transfer,DSL,1,1,1,1,0,1,0
41,1.747969035560285,54.72198746702314,1036.3748443792872,Month-to-month,Mailed check,No,0,1,1,0,0,1,1
52,3.347673644440077,41.02097204012248,1473.977408399096,Month-to-month,Electronic check,DSL,1,0,0,1,1,0,0
47,0.7918446443525972,100.6955007837019,1067.493358500457,Month-to-month,Bank transfer,Fiber optic,1,1,0,1,0,1,0
27,0.7298288982403296,65.26900729238587,344.16038905668415,Two year,Mailed check,DSL,1,1,0,1,0,1,0
30,1.0306840179089842,60.50293888410296,727.8999688451559,One year,Bank transfer,DSL,0,1,1,1,1,0,0
55,2.2325788005109386,46.42415837095082,1555.5152146473715,One year,Mailed check,Fiber optic,1,1,0,0,1,1,0
34,2.292613748712872,123.71315804655556,3402.3134891146674,Two year,Mailed check,DSL,1,0,0,1,0,0,0
33,0.7573720829147271,43.533439355542086,283.5753746241614,Two year,Electronic check,Fiber optic,0,1,1,1,1,0,0
25,0.2859169171018889,56.423041487878535,187.8478785300351,Month-to-month,Electronic check,Fiber optic,1,0,0,0,0,0,0
46,2.0014994096702523,73.31673672572121,1755.8407844438104,Two year,Electronic check,No,1,1,0,1,1,1,1
70,0.2746792401703987,77.00425931488556,269.882651297277,Month-to-month,Electronic check,Fiber optic,0,1,1,0,1,0,1
23,1.727835455255585,84.15864110431369,1811.1737058099209,Month-to-month,Mailed check,DSL,1,0,0,0,1,0,1
40,2.364566975087965,101.15217015538526,2766.2618552580557,Two year,Electronic check,No,1,0,1,0,0,1,0
61,2.4120264116897925,75.12315310921424,2343.14315866977,Month-to-month,Electronic check,Fiber optic,1,0,1,1,1,0,1
38,2.800560301118025,43.87938400066665,1499.153758874627,Month-to-month,Bank transfer,Fiber optic,1,1,0,1,1,1,1
46,4.124923775796897,59.86109749756437,3035.7489763961735,Month-to-month,Mailed check,No,0,1,1,0,0,0,0
24,1.3861303357053123,71.1566474502777,1120.7737114394515,One year,Bank transfer,Fiber optic,1,0,1,1,0,1,0
46,2.6205133406482215,106.36452083011648,3473.3939633832642,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,1,1,0
37,1.9308187606479257,37.04389043151406,832.5952224693358,One year,Bank transfer,Fiber optic,1,1,1,1,1,0,0
54,0.4131627779968365,89.05153010450455,469.2685821035053,Two year,Credit card,DSL,0,1,1,0,0,0,0
57,0.052050772660004616,68.59828739092833,0.0,One year,Electronic check,DSL,0,0,0,0,1,1,1
78,0.6696630465509614,81.75661070458962,557.2994093611844,Month-to-month,Bank transfer,Fiber optic,1,1,1,0,0,1,0
48,1.1705011099140665,62.96010566728136,953.1590134116052,Two year,Credit card,DSL,0,1,1,1,0,0,0
44,1.9199938907486236,48.15134739747347,1065.0428309928257,Month-to-month,Credit card,DSL,1,1,1,1,1,0,1
42,3.7936977833126817,80.01745558802664,3557.362217936973,Month-to-month,Electronic check,DSL,1,1,1,1,0,0,0
34,0.4369233486150885,78.08862054211242,345.10656470921,Month-to-month,Mailed check,Fiber optic,1,1,0,0,1,1,0
45,0.26831984283982896,84.44113931479444,341.78210593368306,One year,Electronic check,DSL,1,0,1,1,0,1,0
35,6.619787569969955,64.73390729242729,5079.39279207961,Month-to-month,Bank transfer,Fiber optic,0,0,1,1,1,0,0
42,0.22867820421549734,53.00355953360301,133.68361257386607,Month-to-month,Bank transfer,DSL,0,1,1,0,1,0,1
59,1.3020577624235352,33.82426009952317,529.9964600785113,Month-to-month,Mailed check,Fiber optic,1,1,0,0,1,0,1
24,1.7616721296478828,81.38746536278813,1528.8014645866454,Month-to-month,Bank transfer,Fiber optic,1,1,1,0,0,0,0
57,1.5590422672726518,73.47778964887972,1227.5471166831173,One year,Bank transfer,Fiber optic,1,1,1,1,1,1,0
59,0.1799197817926106,45.68434734272081,132.26200258763816,Two year,Mailed check,DSL,0,0,0,1,0,1,0
38,0.11743507517392474,54.22852653406751,2.7170369659229863,One year,Credit card,No,0,1,0,1,1,0,0
18,0.22294369810262302,55.66482376097119,254.59395109006198,Month-to-month,Credit card,No,0,1,0,0,1,1,1
30,1.7617877361877665,35.340311360351635,843.8262361977511,Month-to-month,Electronic check,No,0,1,1,1,0,0,0
59,1.57203817632581,48.646352067897325,989.6039377121909,Two year,Bank transfer,No,0,1,1,1,1,1,0
39,0.5324695497722591,42.32339286387292,452.40819404799004,Month-to-month,Electronic check,Fiber optic,1,1,1,0,0,1,1
25,2.030974688316776,56.750419762241265,1374.7950602872518,Two year,Bank transfer,Fiber optic,0,1,0,1,0,0,0
32,3.4303470196931367,50.22605003340875,2132.4015651071286,Month-to-month,Credit card,Fiber optic,1,1,1,1,0,1,0
52,0.08493619689286841,32.459901582665026,0.0,Two year,Credit card,Fiber optic,1,1,1,0,1,0,0
48,1.378828088975233,105.45180461138963,1990.0359140626167,Month-to-month,Mailed check,No,0,0,1,1,1,1,0
36,2.3379219498019843,90.05081462058462,2724.7446784317726,Month-to-month,Electronic check,Fiber optic,1,1,0,1,0,1,1
34,0.5815388055631174,49.41961156960029,346.0611060547221,One year,Electronic check,No,1,1,0,1,1,0,0
34,0.7356766328764053,70.4484279330722,660.5857700293831,One year,Bank transfer,DSL,1,1,1,1,0,1,0
26,1.901960548155598,73.3493017964259,1810.0194989552078,Month-to-month,Electronic check,No,1,1,1,0,0,1,1
64,4.564296577655907,88.82171709546954,4850.1899618430625,One year,Bank transfer,Fiber optic,0,1,1,1,1,1,0
35,3.3206669960775943,48.627899466798425,1872.062323095751,One year,Electronic check,Fiber optic,1,1,0,1,1,1,1
58,1.7499627639396607,86.84213567964852,1911.045020465257,Month-to-month,Mailed check,DSL,1,1,1,1,0,0,0
62,2.6203096684257834,54.041893915861294,1707.1218901416294,Month-to-month,Electronic check,Fiber optic,1,0,0,1,0,1,1
54,0.9077014893743982,38.28275191662773,435.2911761494091,Month-to-month,Credit card,No,1,1,1,1,1,1,0
33,2.0486737461892894,79.48273118628995,1870.5830815744782,Month-to-month,Bank transfer,DSL,1,1,1,0,0,1,0
46,1.2553991122923591,90.81516848244857,1196.3441679102239,One year,Mailed check,Fiber optic,1,0,1,0,0,1,0
39,0.42128438108822697,116.7581794706137,613.8750094910974,Month-to-month,Electronic check,DSL,1,1,1,0,1,0,1
26,2.4195678047107596,41.00549469819573,1281.0831016053257,Month-to-month,Bank transfer,No,1,1,1,0,1,0,0
44,1.625955490016639,78.97839370161577,1518.4035590744484,Month-to-month,Electronic check,Fiber optic,1,1,1,0,1,1,0
22,0.8882712809725026,56.80397512412934,749.1310289299732,One year,Bank transfer,DSL,0,1,1,1,1,1,0
57,4.845874629137138,80.66717421048062,4620.44452238749,Month-to-month,Credit card,DSL,0,0,1,1,0,1,0
33,0.04231268667938538,35.59020897537499,0.0,Month-to-month,Bank transfer,Fiber optic,1,1,0,1,1,1,0
43,0.7589315322466583,39.74460448602872,355.2381722538171,Month-to-month,Bank transfer,DSL,0,1,1,1,0,1,1
44,0.11712646615524237,49.48250353667032,61.289271774044686,Two year,Bank transfer,Fiber optic,0,0,0,1,1,1,0
36,2.9093803893528714,66.57928091336169,2401.450323852127,Month-to-month,Credit card,No,1,0,0,0,1,1,0
48,2.422044883554692,52.178374669232895,1439.044102391385,One year,Credit card,No,0,1,1,1,1,1,0
32,0.8049956858031401,78.18108687826839,892.0346754623681,Month-to-month,Bank transfer,DSL,0,1,1,1,1,1,0
53,2.2519437575405252,85.53789236515829,2508.209969189524,Month-to-month,Mailed check,No,1,1,1,0,1,1,0
19,1.008154312617058,76.99155082490711,927.5179652936321,One year,Mailed check,Fiber optic,1,1,1,1,0,0,0
41,2.823255447557461,97.37575279321736,3423.9705364199463,Month-to-month,Electronic check,DSL,1,0,1,0,1,0,0
69,1.2109454769277448,73.31653258910686,959.7381752111287,Two year,Bank transfer,DSL,1,0,1,0,1,0,0
24,1.0630083437653235,40.66206579319666,626.2115366730227,Two year,Bank transfer,DSL,1,1,1,0,1,0,0
29,5.458442943068541,92.2675302707668,6148.372234625907,One year,Electronic check,No,1,1,1,1,0,0,0
47,0.5777097862495095,52.89687528788005,453.05223820892564,One year,Electronic check,DSL,1,0,0,1,0,1,0
42,0.2566836833282288,83.2083699937114,254.74246183765752,Month-to-month,Mailed check,DSL,1,1,0,1,0,1,0
45,1.7567528648552402,96.47468433110213,1738.3612428918204,Month-to-month,Credit card,Fiber optic,1,1,1,1,0,0,0
47,6.968406749536393,74.13376021460799,6134.9576262106275,Two year,Bank transfer,Fiber optic,1,1,1,0,1,1,0
49,0.9491134416342683,35.076823736707006,336.91101701167474,One year,Bank transfer,Fiber optic,0,1,0,1,0,1,0
56,0.12808904875619673,46.63575666980417,0.0,One year,Mailed check,Fiber optic,0,1,1,1,0,0,0
46,0.8289267445893215,91.45488933770271,921.9371448004492,Month-to-month,Bank transfer,DSL,1,1,1,0,1,1,0
36,1.410162839568141,61.617546287143675,1000.7929439218752,Month-to-month,Mailed check,No,0,0,1,1,1,0,1
50,0.35329061038668846,66.59147069884332,199.85249498039747,Two year,Bank transfer,DSL,1,0,1,0,1,1,0
68,2.1464869396002726,80.17648832327218,1959.2934057622278,Month-to-month,Electronic check,Fiber optic,1,1,1,0,1,0,0
38,10.0,78.92645724160647,9399.623570444255,Month-to-month,Mailed check,Fiber optic,1,0,1,1,0,1,0
25,1.202009392424185,70.57599624770921,1130.146045618279,Month-to-month,Electronic check,DSL,0,1,1,1,0,1,1
56,0.8761684168737984,60.826632575590686,573.4299869474847,Two year,Mailed check,No,1,0,1,1,0,0,0
38,1.0239998487558426,58.74663108535285,670.384625512472,Month-to-month,Credit card,Fiber optic,0,0,1,1,1,1,0
18,0.24466564188946968,82.15797650582687,195.54504719533256,Two year,Electronic check,DSL,1,0,1,1,0,0,0
52,4.29584511282517,76.07139062135586,3955.3902908997343,Month-to-month,Mailed check,No,1,1,0,1,1,1,0
31,1.0716909028020185,59.85399998764421,815.3647962496984,Two year,Bank transfer,Fiber optic,0,1,0,1,0,1,0
38,0.9796761929882843,86.64224625986282,714.1104976894735,One year,Credit card,Fiber optic,1,1,1,1,1,1,0
44,2.1557982281535515,62.419317697404324,1716.9249753181753,Month-to-month,Mailed check,Fiber optic,0,1,1,1,1,0,1
42,1.1669124250727005,47.966756513312134,815.3128534142252,One year,Bank transfer,No,1,1,1,1,1,0,0
50,2.089575174198686,49.8205860219331,1144.227662849371,Month-to-month,Credit card,DSL,0,1,1,1,1,1,0
33,0.1268303902214782,45.42518327380468,0.0,Month-to-month,Mailed check,DSL,0,1,0,1,1,0,0
47,3.3610446220176224,59.551799667926254,2356.8497332864254,Two year,Mailed check,Fiber optic,0,1,0,1,1,1,0
36,5.643690807170789,89.67448556672386,5997.540436022608,Month-to-month,Mailed check,DSL,0,1,1,1,1,1,1
51,2.092601726612184,48.89809637938983,1250.2835783333821,Month-to-month,Credit card,Fiber optic,1,1,0,0,1,1,0
49,6.182985979456845,68.76951522036205,4907.758852422625,Month-to-month,Electronic check,DSL,1,1,1,1,1,0,1
25,0.3284108531283636,51.86621308745174,92.60836665937633,Month-to-month,Mailed check,DSL,1,1,1,1,0,1,0
56,1.297939810195856,59.79381917457125,1085.2250597414309,Two year,Bank transfer,DSL,0,1,1,1,1,1,0
31,1.841635596915969,34.79917576029496,676.2268131471324,Month-to-month,Bank transfer,Fiber optic,1,0,1,1,0,1,0
52,1.7432880295003266,60.58923541686925,1391.836693635957,Two year,Mailed check,No,1,1,1,0,0,1,0
45,1.0265297897039154,61.12589240390076,788.5044132570985,Two year,Bank transfer,DSL,1,0,1,1,1,0,0
67,0.8252344755406937,75.80575888071391,569.763536615857,Month-to-month,Electronic check,Fiber optic,1,1,1,0,0,0,0
36,0.2712363312440897,69.46561826510741,289.63211287158254,Month-to-month,Mailed check,DSL,1,1,1,1,0,0,1
34,0.9943137713213623,41.032157500959094,477.81934102348384,Two year,Bank transfer,Fiber optic,0,1,1,1,0,1,0
39,0.35505210351427835,86.68396488087086,323.7811832379583,Month-to-month,Credit card,DSL,1,0,0,1,1,0,1
35,2.6512692793097323,69.20606080443991,2226.302544751435,Month-to-month,Electronic check,Fiber optic,1,0,1,1,1,1,1
51,0.46848719780072323,68.96787034354973,435.19012034307787,Month-to-month,Credit card,Fiber optic,1,0,1,1,1,1,0
18,0.12070059262386842,64.81635293229722,164.639648725215,One year,Bank transfer,No,0,1,0,0,1,1,0
24,1.6075593052587687,54.644851055555606,1171.9633503408545,One year,Electronic check,DSL,0,1,0,0,1,0,0
23,1.8088712282005444,69.35604679497452,1546.2874818677556,Month-to-month,Bank transfer,Fiber optic,0,1,0,1,0,1,1
